d(1~2),d(2~3),d(3~4),d(1~4),d(5~6),d(6~7),d(7~8),d(5~8),d(9~10),d(10~11),d(11~12),d(9~12),d(13~14),d(14~15),d(15~16),d(13~16),d(17~18),d(18~19),d(19~20),d(17~20),g(1~2),g(2~3),g(3~4),g(1~4),g(5~6),g(6~7),g(7~8),g(5~8),g(9~10),g(10~11),g(11~12),g(9~12),g(13~14),g(14~15),g(15~16),g(13~16),g(17~18),g(18~19),g(19~20),g(17~20),label
27.7849,21.587,16.2788,57.5587,21.095,21.095,8.6023,12.8062,20.8087,27.2947,8.0623,16.6433,19.105,26.3059,8.0623,18.868,20.2485,18.6815,8.9443,15,-1.7143,-4.2,1.0909,-7.125,-1.6364,10.5,-1.4,1.25,-1.4167,6.75,-0.5714,1.5556,-1.0769,6.5,-0.5714,1.6,-1.5455,3.6,-2,0.75,0
29.5296,20.2237,11.4018,53.6004,17.4929,20.025,8.0623,13.4164,15.2643,22.2036,7.2111,13.9284,13.6015,20.3961,5.6569,15.2643,15.6525,14.3178,6.7082,11.1803,-1.8571,-6.6667,0.7778,-6.625,-1.6667,20,-1.75,2,-1.625,7.3333,-0.6667,2.6,-1.375,5,-1,1.625,-2,2.1667,-2,0.5,0
27.7849,19.0263,10.2956,48.3735,17.4642,18.4391,7.6158,9.434,15.2315,21.3776,5.6569,12.53,13,19.6469,4.4721,13.6015,15.8114,14.3178,6.0828,10.7703,-1.7143,-19,0.5556,-8,-4.25,4.5,-2.3333,1.6,-2.3333,5.25,-1,1.8333,-2.4,3.8,-2,1.375,-3,2.1667,-6,0.4,0
22.8254,21.0238,16.2788,52,20.025,8.0623,11,2.2361,18.1108,22.2036,11,15.8114,15.1327,22.561,11,19.3132,17.0294,15.6525,10.198,12.2066,-1.8182,-21,0.9167,0,-20,8,0,-0.5,-9,7.3333,0,3,-7.5,4.4,0,2.5714,-17,2,5,0.7,0
25.9422,23,16.2788,57,19.0263,19.2354,14.0357,14.3178,21.0238,27.4591,13.0384,19.6469,17,25,12.0416,20.6155,16,16.5529,10.4403,13.4536,-1.9167,0,0.9167,0,19,6.3333,14,4.6667,21,5.4,13,3.8,0,3.4286,12,2.375,0,2.1429,3.3333,0.9,0
26.8328,23.0217,19.2094,62.0081,22.0227,20.3961,15.0333,13.6015,23.0217,27.6586,13,17.72,18.0278,26.2488,12.0416,20.6155,18.0278,17.4642,10.198,12.8062,-2,-23,1.25,-62,22,5,15,3.25,23,4.5,0,3.4,18,3.125,12,2.375,-18,2.2857,5,0.8,0
29.0689,27,19.105,66.0076,23.1948,23.3452,15.0333,15.1327,24,29.4279,13,18.6815,19.0263,26.9258,13.0384,21.1896,18,18.7883,11.4018,14.8661,-2,0,0.9286,66,7.6667,5.75,15,7.5,0,5.8,0,3.6,19,3.7143,13,2.8571,0,2.125,3.6667,0.9091,0
30.0832,26.1725,13.4164,60.1332,23.1948,15.2971,15.2971,7.6158,21.2132,25.4951,14.1421,18.4391,16.1245,23.7697,12.3693,20.2485,18.0278,14.8661,10.4403,9.2195,-2.5455,8.6667,0.5,15,7.6667,5,5,2.3333,7,5,7,4.5,8,3.8333,4,2.7143,18,2.8,3.3333,0.8571,0
26.4764,21.9317,15.2643,56.6127,21.3776,19.2354,10.0499,8,17.72,23.0868,6.0828,11.4018,13.6015,22.4722,5.3852,14.3178,13.1529,16.5529,6.3246,10.6301,-5.2,2.2222,0.6154,3.1765,5.25,6.3333,10,0,3.4,3.1429,6,3.6667,3.25,2.625,2.5,2.1667,6.5,2.1429,3,1.1429,0
24.3516,22.0227,16.9706,57.2189,21.2132,14.0357,14.1421,7,22.3607,20.6155,14.3178,12.6491,18.6815,21.1896,14.8661,17.4642,16.2788,13.8924,11.1803,10.8167,-2.875,22,1,11.4,7,14,7,0,5.5,4,4.6667,3,3.6,2.8571,2.8,2.2857,5.3333,1.7143,2,0.6667,0
24.1661,22.0907,15.5563,55.0091,21.2132,15.0333,14.3178,8.0623,21.2132,21.2132,14.3178,14.3178,16.2788,20.6155,12.6491,17.088,15.0333,13.9284,9.4868,9.8995,-2.2,-11,1,-55,7,15,4.6667,8,7,7,4.6667,4.6667,5.3333,4,3,2.6667,15,2.6,3,1,0
25.4951,20,11.6619,49.0102,22.3607,12.0416,15.1327,5.099,23.1948,18.1108,15.2971,10.198,19.4165,19.4165,13,13,14.3178,13,10.2956,9.8995,-2.0909,0,0.6,-49,5.5,12,7.5,-5,7.6667,9,5,5,4.75,4.75,2.4,2.4,4.6667,2.4,1.8,1,0
24.7386,20.2237,14.2127,53.6004,23.5372,12,15.1327,5,25.7099,16.1245,13.6015,4,20.2485,16.7631,13,9.4868,13.4164,10.8167,10,7.8102,-4,6.6667,0.8182,6.625,4.6,0,7.5,-1.3333,4.1667,8,3.25,0,2.7143,3.2,2.4,3,2,1.5,1.3333,0.8333,0
25,20.2237,14.8661,54.4518,20.6155,15,15.1327,10.4403,23.7697,19.2354,14.5602,10.0499,18.0278,19.6469,13.4164,14.8661,13.9284,14.3178,9.2195,9.8995,-3.4286,6.6667,0.9091,7.7143,4,0,7.5,-3.3333,3.8333,6.3333,3.5,10,2.8333,3.8,2,2.8,2.6,2.1667,1.1667,1,0
24.3516,21.095,15,53.3385,22.561,17,15.1327,10.4403,23.7697,21.2132,13.9284,11.1803,18.3848,22.8035,11.6619,15.8114,12.083,14.3178,8.4853,10.6301,-2.875,10.5,0.75,8.8333,4.4,0,7.5,-3.3333,3.8333,7,2.6,5.5,2.4286,3.6667,1.6667,3,2.2,2.1667,1,1.1429,0
24.3516,20.0998,15,52.345,21.8403,16,14.3178,9.4868,24.0416,22.2036,13.9284,12.0416,17.4642,21.8403,11.6619,15.8114,13,15.2315,8.4853,10.6301,-2.875,10,0.75,8.6667,3.5,0,4.6667,-3,3.2857,7.3333,2.6,12,2.2857,3.5,1.6667,3,2.4,2.3333,1,1.1429,0
26,20.2237,13.8924,51.2445,23.7697,13.3417,14.5602,4.1231,26.2488,21.8403,14.3178,9.8489,17.8885,20.6155,8.6023,11.1803,13,14.7648,5.6569,7.8102,-2.4,6.6667,0.5833,10.2,3.8333,4.3333,3.5,4,3.125,3.5,2.1667,2.25,2,2.375,1.4,2,2.4,1.8571,1,0.8333,0
26.9258,21.0238,11.7047,50,23.7697,16.2788,16.2788,9,24.0416,24.7386,12.6491,13.3417,16.1555,21.5407,8.544,13.9284,13,14.7648,5.6569,7.8102,-2.5,-21,0.3636,0,3.8333,5.3333,5.3333,0,3.2857,4,3,4.3333,2.5,2.5,2.6667,2.6,2.4,1.8571,1,0.8333,0
30.8869,24.0832,17.088,57.0789,21.8403,21.0238,8.544,8.9443,14.7648,24.0832,5,14.8661,10.6301,22.3607,4.4721,17.4642,12.0416,16.7631,4.4721,16.9706,-1.8,12,0.375,19,-3.5,21,-2.6667,2,-1.8571,12,-0.75,2.8,-1.1429,5.5,-0.5,2.2857,-0.8889,3.2,-2,1,0
28.3019,24,16.4012,58.0345,22.1359,21.0238,8.0623,8.0623,16.1555,27.074,5.3852,14.3178,11.4018,25.1794,5.099,17.72,12.0416,18.4391,5,15.8114,-1.6,0,0.7692,-29,-3,21,-1.75,1.75,-2.5,13.5,-0.4,4.6667,-1.2857,8.3333,-0.2,3.4,-1.125,4.5,-1.3333,1.4444,0
27.4591,24,17.6918,60.075,22.1359,21,7.6158,8.0623,16.5529,26.0192,4.4721,13.6015,14.4222,25.0799,4.1231,15.2315,13.6015,17.4642,5.831,14.2127,-1.5333,0,1.0833,-20,-3,0,-2.3333,1.75,-2.1429,26,-0.5,3.25,-1.5,12.5,-0.25,2.3333,-1.375,4.25,-1.6667,1.2222,0
27.4591,24.0208,18.4391,61.131,20.6155,19.0263,7.2111,7.8102,18.3576,27.0185,6.0828,12.6491,15.8114,26.1725,6.0828,15.2315,15.8114,17.4642,6.7082,14.1421,-1.5333,-24,1.1667,-15.25,-2.375,19,-1.5,1.2,-1.7778,27,-0.1667,3,-1.4444,8.6667,-0.1667,2.3333,-1.4444,4.25,-2,1,0
29.6816,24.0208,17.0294,62.2896,20.6155,21.0238,7.2111,9.434,18.868,26.0768,7.6158,13.9284,15.5563,25.0799,6.7082,18.3848,16.2788,17.4642,7.8102,16.2788,-1.5625,-24,1.1818,-10.3333,-2.375,21,-1.5,1.6,-1.6,13,-0.4286,2.6,-1,12.5,-0.5,2.4286,-0.9167,4.25,-1.2,1.0909,0
29.6816,25.0799,18.3848,63.1981,18.3576,21.0238,6.4031,11.6619,18.6011,27.074,7.0711,14.3178,16.9706,26.1725,7.2801,17.8885,15.6205,17.4642,7.2111,17.6918,-1.5625,-12.5,1,-12.6,-1.7778,21,-1.25,1.6667,-1.3636,13.5,-0.1429,2.1667,-1,8.6667,-0.2857,2,-0.8333,4.25,-1.5,1.0833,0
27.7849,23.0217,17,62.3939,18.0278,19.105,9.434,13.8924,17.8045,23.0868,7.8102,15.6525,16.2788,23.3452,7.2111,18.868,17.2047,17.4642,7.0711,17.6918,-1.7143,-23,1.875,-8.8571,-1.5,9.5,-1.6,1.7143,-1.2727,11.5,-0.8333,2,-0.9167,5.75,-0.6667,1.6,-0.7143,4.25,-1,0.9231,0
31.6228,26.0768,20.2485,69.5845,18.4391,21,7.8102,13.4164,21.2603,29.0172,9.4868,17.088,18.6011,28.0179,8.0623,19.6977,18.868,18.2483,7.8102,18.3848,-1.4444,-13,1.5455,-7.6667,-1.1667,0,-0.8333,2,-1.1429,29,-0.3333,2.6667,-0.7333,28,-0.125,2.25,-0.625,6,-0.8333,1,0
33.8378,28.0179,21.6333,74.4312,17.6918,21.0238,8.0623,13.4164,22.6716,31.0161,10.198,17.088,19.8494,31.0644,10.0499,20.2485,19.7231,20.2237,7.8102,20.5183,-1.4737,-28,1.5,-9.25,-1.0833,21,-0.5714,2,-1.1333,31,-0.2,2.6667,-0.8667,15.5,-0.1,2.7143,-0.5882,6.6667,-0.8333,1.0714,0
33.8378,29.0172,21.9545,76.531,18.4391,20.025,7.2111,12.2066,22.6716,30.0167,9.8489,18.3848,20.6155,30.0666,9.4868,21.9317,20,19.4165,9.2195,18.3848,-1.4737,-29,1.7273,-8.4444,-1.1667,20,-0.6667,1.4286,-1.1333,30,-0.4444,2.4286,-0.8125,15,-0.3333,2.2222,-0.75,4.75,-0.8571,1,0
33.6155,27.1662,20,72.4431,23.7697,22.2036,10.2956,11.4018,21.4709,27.1662,9.2195,16.5529,19.4165,26.3059,9.2195,19.2354,19.8494,18.6815,11.1803,18.3848,-1.7059,-9,1.3333,-9,-2.4444,7.3333,-1.8,1.2857,-1.9,9,-1.1667,2.1429,-1.4545,6.5,-1.1667,1.8889,-1.1538,3.6,-2,1,0
35.3553,29.0172,19.105,73.0274,22.1359,23.1948,9.4868,13.0384,18.9737,27.2947,7.0711,14.8661,16.5529,26.6833,7.2111,19.2354,18.7883,20.2485,9.4868,16.2788,-1.8235,29,0.9286,-36.5,-3,7.6667,-3,1.5714,-3,6.75,-1,2.8,-2.1429,4.3333,-1.5,1.8889,-2.125,2.7143,-3,0.9167,0
30.4138,27.2947,18.4391,66.1211,23.3452,18.1108,11.1803,7.2111,18.1108,26.3059,5.831,13.3417,15.2971,25.4951,6.0828,17.4642,15.8114,19.9249,8,16.2788,-1.9286,6.75,0.8571,16.5,-5.75,9,-5.5,1.5,-9,6.5,-1.6667,4.3333,-5,5,-6,2.2857,-3,3.1667,0,1.0909,0
29.0689,27.1662,20.5183,68.1175,24.0832,22.0227,9.4868,7,21,29.2746,5.3852,13.1529,18.0278,29.4279,6.0828,17.72,16.1245,19.9249,9.0554,15,-2,9,1.0714,17,-12,22,-3,0,0,7.25,-2.5,6.5,-18,5.8,-6,3.4,-8,3.1667,9,1.3333,0
28.3019,26.1725,20,66.2722,24,19.105,17,12.1655,25.02,25.1794,19.0263,19.6469,24,25.7099,19.105,21.5407,21,15.6525,15.5242,13.6015,-1.6,-8.6667,1.3333,-11,0,9.5,0,6,-25,8.3333,19,3.8,0,4.1667,9.5,2.5,0,2,3.75,0.7273,0
27.7849,26.1725,16.2788,62.2896,26,14.0357,17,5.099,32.0156,19.2354,18.0278,5.831,30.0666,22.561,18.2483,11.6619,21.095,16.1555,12.3693,9.2195,-1.7143,-8.6667,1.0909,-10.3333,0,14,0,5,32,6.3333,18,1.6667,15,4.4,6,1.6667,10.5,2.5,4,0.8571,0
29.1548,25.1794,15.5563,61.4003,27,15,17.0294,5.099,31.0161,19.2354,18.0278,6.7082,29.0689,22.3607,18.4391,12.53,20.025,14.8661,13.6015,10.6301,-1.6667,-8.3333,1,-8.7143,0,0,17,5,31,6.3333,18,2,14.5,5.5,4.5,1.8333,20,2.8,3.25,0.875,0
29.1548,25.1794,15.5563,61.4003,26,15.0333,17,6.0828,31.0161,19.2354,18.0278,6.7082,29.0689,22.3607,18.4391,12.53,20.0998,15.2315,12.6491,10,-1.6667,-8.3333,1,-8.7143,0,15,0,6,31,6.3333,18,2,14.5,5.5,4.5,1.8333,10,2.3333,3,0.75,0
28.3019,26.0768,16.2788,62.2896,25,18.0278,17,10.0499,28.0179,22.0227,18.0278,12.0416,26.0192,24.0832,17.2627,15.5242,20.025,15.5242,12.6491,9.8995,-1.6,-13,1.0909,-10.3333,0,-18,0,-10,28,22,18,12,26,12,5.6667,3.75,20,3.75,3,1,0
28.0179,27.2947,18.3848,63.3877,25,18.1108,16,9.2195,27,24,17.0294,14.0357,23.0217,26.1725,17.1172,20.3961,19,16.4924,13.3417,12.2066,-1.4375,-6.75,1,-9,0,-9,0,-4.5,0,0,17,14,23,8.6667,8.5,5,0,4,4.3333,1.4286,0
25.2389,27.4591,19.2094,63.3877,21.095,21.0238,11.0454,11,20.025,27,9.0554,16.1245,17.0294,25.1794,10.0499,18.2483,19.105,17.2627,9.0554,9.2195,-1.5,-5.4,1.25,-9,-10.5,-21,-11,0,-20,0,9,8,17,8.3333,10,6,-9.5,5.6667,9,1.1667,0
28.0179,25.318,19.2094,63.5059,25,16.4924,16.0312,7.6158,26.0192,23.0868,15.2971,12,22.3607,23.0217,15.5242,16.0312,19.4165,13.1529,12.083,5.831,-1.4375,-6.25,1.25,-7.875,0,-4,16,-2.3333,26,-11.5,5,0,5.5,23,3.75,16,4.75,6.5,2.2,1.6667,0
26.6271,28.4429,20.1246,68.884,23.1948,19.2354,15.1327,11.7047,23.0868,27.0185,12.6491,16.0312,20.3961,26.0768,11.7047,17.1172,19.4165,18.2483,10.8167,9.434,-1.4667,-5.6,2,-6.1818,7.6667,-6.3333,7.5,-2.75,11.5,-27,3,16,5,13,2.75,8.5,4.75,6,1.5,1.6,0
35.8469,31.0161,19.2094,77.3175,23.1948,23,14.1421,14.0357,22.2036,28.0713,11.4018,17.1172,19.2354,27.1662,10.4403,18.2483,18.1108,20.3961,10.4403,13,-1.7222,-31,1.25,-11,7.6667,0,7,-14,7.3333,14,3.6667,8.5,6.3333,9,3.3333,6,9,5,3.3333,2.4,0
27.7849,30.0167,20,70.0643,21.3776,22.2036,14.3178,15.1327,21.3776,28.4429,12.083,18.9737,19.4165,26.2488,10.4403,17.4642,18.0278,19.3132,8.544,12.0416,-1.7143,-30,1.3333,-23.3333,5.25,7.3333,4.6667,7.5,5.25,5.6,2.2,3,4.75,3.125,3.3333,2.2857,18,2.5714,2.6667,0.8889,0
32.6956,27.0185,18.4391,69.029,21.3776,21.587,9.4868,10.8167,19.2354,28.6356,7.0711,14.5602,19.0263,26.2488,6.3246,13.8924,18.1108,18.3576,8.0623,13.4164,-2.3077,27,0.8571,34.5,-5.25,4.2,-3,1.5,-6.3333,4.6667,-1,3.5,-19,3.125,-3,1.7143,-9,1.7778,8,0.5,0
30.0832,25,17.8885,61.1882,25.1794,22.0227,13.1529,10.198,24.0208,26.3059,9.2195,11.4018,19.0263,26.4764,9.0554,16.7631,17.4642,18.9737,9.0554,13.4536,-2.5455,3.4286,0.5,5,-8.3333,22,-6.5,5,-24,6.5,-4.5,3.6667,-19,5.2,-9,3.2,-4.25,3,-9,1.1111,0
29.5466,23.7697,17.72,56.0892,24.5153,21.0238,10.7703,7.2801,22.0907,25.318,7.2111,9.2195,17.1172,23.7697,7.2801,14.3178,19.2354,16.1555,9,10.2956,-2.25,3.8333,0.2941,5,-4.8,21,-2.5,3.5,-11,6.25,-1.5,4.5,-8.5,3.8333,-3.5,2.1667,-6.3333,2.5,0,0.5556,0
29.9666,25.7099,16.7631,57.7062,23.0868,22.0907,8.2462,7.2801,20.0998,26.1725,5.3852,11.4018,17.0294,25.4951,7.2801,15.5242,18.1108,17.72,9,10.6301,-2.0769,4.1667,0.3125,6.3333,-11.5,11,-4,3.5,-10,8.6667,-2.5,3.6667,-17,5,-3.5,3.75,-9,3.4,0,1.1429,0
30.0167,25.1794,17.4929,60.075,22.8035,23.0868,7.6158,9.434,20.8806,27.2947,7.0711,13,17.088,26.4764,7.2111,17.4642,17.4642,19.9249,9.2195,16.2788,-1.7333,8.3333,0.6,20,-3.6667,11.5,-2.3333,1.6,-3.3333,6.75,-1,2.4,-2.6667,5.2,-1.5,2.2857,-2.2857,3.1667,-4.5,1.0909,0
30.0167,26.1725,19.105,66.1891,22.561,23.1948,9.8489,10.7703,22.1359,28.2843,7.8102,14.3178,17.8885,27.4591,7.8102,18.7883,19.2354,19.9249,9.2195,17.0294,-1.7333,-8.6667,1.0769,-13.2,-4.4,7.6667,-2.25,2.5,-3,7,-1.2,2.1667,-2,5.4,-1.2,2.125,-1.8889,3.1667,-4.5,0.8462,0
28.6356,24.5153,21,73.0068,22.1359,22.0227,11.7047,12.6491,19.9249,27.2947,7.8102,14.8661,18.7883,26.3059,8.0623,17.8885,19.2354,18.6815,10.198,16.2788,-2.1667,-4.8,0,-4.1765,-3,22,-2.75,3,-3.1667,6.75,-1.2,2.8,-2.125,6.5,-1.75,2,-1.8889,3.6,-5,0.9167,0
29.9666,24.3516,20.2237,74,21.1896,22.0907,10.7703,13,20.6155,27.2947,7.0711,14.7648,18.7883,26.6833,7.8102,16.1245,18.3848,18.3848,8.544,13.6015,-2.0769,-2.875,-6.6667,-2.9167,-2.8571,11,-2.5,2.4,-2.375,6.75,-1,1.8571,-2.125,4.3333,-0.8333,1.75,-2.4286,2.4286,-2.6667,0.7273,0
29.0689,25.2982,20.2237,74,21.5407,23.0868,9.8489,13.4164,20.6155,28.2843,7.0711,15.6525,18.7883,26.4764,7.8102,17,17.4642,18.3848,8.544,14.2127,-2,-3,-6.6667,-2.9167,-2.5,11.5,-2.25,2,-2.375,7,-1,2,-2.125,5.2,-1.2,1.875,-2.2857,2.4286,-2.6667,0.8182,0
28.8444,26,19.105,72.6154,20.6155,23.0868,10.2956,13.9284,20.6155,28.2843,7.0711,15.6525,18.3848,25.4951,7.2111,16.1245,17.088,17.8885,9.4868,14.2127,-1.5,-2.4,-9.5,-2.3929,-2.375,11.5,-1.8,2.6,-2.375,7,-1,2,-2.4286,5,-1.5,1.75,-2.6667,2,-3,0.8182,0
28.3019,26,19.2354,72.6154,21.1896,23.0868,11.7047,14.8661,20.2485,28.4429,8.6023,17.4642,17.4642,25.4951,8.0623,17.8885,18.0278,19.6977,9.2195,15.6205,-1.6,-2.4,-6.3333,-2.3929,-2.8571,11.5,-2.75,2.8,-2.7143,5.6,-1.4,2.2857,-2.2857,5,-1.75,2,-2.8333,2.25,-4.5,0.8333,0
31.9531,25,18.0278,72.1734,22.561,23.3452,12.1655,14.7648,20.8806,28.6356,9.434,17.4642,19.9249,27.8927,8.9443,18.3576,18.9737,19.3132,9.2195,14.2127,-2.7273,0,2.8333,-14.4,-4.4,5.75,-6,1.8571,-3.3333,4.6667,-1.6,2.2857,-3.1667,3.8571,-2,1.7778,-3,2.5714,-4.5,0.8182,0
30.4631,25.02,18.9737,71.3442,21.8403,23.1948,12.1655,15.6525,20.8806,28.4429,9.434,17.088,18.9737,27.6586,8.9443,18.7883,18.3848,19.3132,9.2195,15.6205,-2.3333,-25,3,-10.1429,-3.5,7.6667,-6,2,-3.3333,5.6,-1.6,2.6667,-3,4.5,-2,2.125,-2.4286,2.5714,-4.5,0.8333,0
30.4138,26.0192,15.6205,63.0714,21.1896,23.1948,7.2111,10.8167,20.6155,29.4279,8.0623,15.2315,17,27.6586,7.8102,18.7883,17.4642,19.3132,8.2462,15.6205,-1.9286,-26,0.8333,-21,-2.8571,7.6667,-1.5,1.5,-2.375,5.8,-0.5714,2.3333,-1.875,4.5,-0.8333,2.125,-2.2857,2.5714,-4,0.8333,0
32.2025,27.1662,17.8885,64.195,22.1359,23.1948,7.8102,9.434,21.5407,30.2655,7.2111,15.2315,18.7883,28.6356,7.8102,17.8885,17.8885,20.2485,7.6158,15.6205,-2.0714,9,0.5,12.8,-3,7.6667,-1.2,1.6,-2.5,7.5,-0.6667,2.3333,-2.125,4.6667,-0.8333,2,-2,2.7143,-2.3333,0.8333,0
30.4138,27.074,19.4165,65.123,22.8035,24.1868,8.0623,10.2956,22.8035,30.4138,7.2111,13,17.4642,28.6356,7.0711,18.7883,17,20.2485,7.6158,16.2788,-1.9286,13.5,0.6875,16.25,-3.6667,8,-1.75,1.8,-3.6667,6,-0.6667,2.4,-2.2857,4.6667,-1,2.125,-1.875,2.7143,-2.3333,0.9167,0
30.0167,26.0768,18.0278,62.0322,23.4094,24.0832,8.9443,11.6619,23.0868,30.4138,7.8102,14.3178,17,28.6356,7.0711,20.1246,17.8885,20.2485,8.2462,17.0294,-1.7333,13,0.6667,31,-2.75,12,-2,1.6667,-3.1429,6,-0.8333,2.1667,-1.875,4.6667,-1,2,-2,2.7143,-4,0.8462,0
31.3847,25.02,20,64.0078,19.2094,25.0799,8.6023,19.2354,20.6155,32.249,7.2111,22.8254,15.2643,31.4006,7.6158,28.2312,15.2643,20.6155,5.6569,21.2603,-1.6875,-25,0.75,-64,-1.25,12.5,-1.4,1.8889,-1.2308,8,-0.6667,1.8182,-0.6154,6.2,-0.4286,2.3636,-0.6154,4,-1,1.1429,0
38.0789,26.0192,17.2627,62.0725,19.105,28,9.2195,22.1359,16.1245,30.0666,6.7082,26.9258,13.1529,28.1603,5.3852,30.0832,13.3417,20.6155,5.6569,25.2389,-1.7368,-26,0.1765,-20.6667,-1.0769,0,-1.1667,3,-0.5714,15,-0.5,2.5,-0.1538,9.3333,-0.4,2.5455,-0.2308,4,-1,1.5,0
34,22.2036,19.2354,55.3263,20.6155,23.3452,8.0623,23.3452,19.3132,26.9258,6.0828,27.5862,16.1245,25.9615,5.099,30,14.3178,18.7883,5,23.4307,-1.875,7.3333,0.1579,9.1667,-0.8125,5.75,-1.75,1.0625,-0.3889,3.7143,-0.1667,1.0526,-0.125,3.5714,-0.2,1.3333,-0.4615,2.125,-1.3333,0.8333,0
32.6956,27.2029,20.2237,60.8769,25.02,27.1662,5.3852,7.2801,21.0238,31.5753,3.1623,11.7047,15,30.0832,2,15.2315,14.1421,20.2485,4,12.7279,-2.3077,3.25,0.15,3.9333,-25,9,-2.5,3.5,-21,5.1667,-0.3333,2.75,0,3.625,0,2.3333,-7,2.7143,0,1,0
32.311,26.5707,19.2354,60.1664,25.02,27.0185,5.3852,7,21.0238,31.257,0,10.4403,14.3178,28.8617,1.4142,15.8114,12.1655,19.3132,4.1231,11.6619,-2.5,2.7778,0.1579,3.625,-25,27,-2.5,0,21,7.75,0,3.3333,4.6667,4,1,3,6,2.5714,4,1.6667,0
30.6757,25.632,18.4391,59.4811,25.02,26.0768,9.0554,10,22.0907,29.4279,2,9.4868,16.2788,28.8617,2.2361,14.8661,14.0357,18.9737,5,10.2956,-2.9,2.6667,0.2222,3.3529,25,13,-9,0,11,5.8,0,3,5.3333,4,2,2.8,14,3,0,1.8,0
33.2415,27.313,18.2483,63.2456,24,25,9.0554,10.0499,22.2036,30.4138,3.1623,11.4018,15.5242,28.8617,2.2361,15.5242,14.1421,19.9249,6.3246,12.53,-3.5556,2.2727,0.1667,3,0,0,-9,-10,7.3333,6,3,3.6667,3.75,4,2,3.75,7,3.1667,3,1.8333,0
34.2053,27.313,17.1172,62.9365,25.0799,26,8.0623,9.0554,24.1868,30.2655,2.8284,8.544,16.7631,28.8617,3.1623,13.9284,14.1421,19.9249,5.099,11.1803,-3.6667,2.2727,0.1176,3.1579,12.5,0,8,-9,8,7.5,1,2.6667,3.2,4,0.3333,2.6,7,3.1667,5,2,0
34.4819,26.9258,16.7631,65,27.0185,27.0185,9,9.2195,24.0832,31.1448,3.1623,10.198,18.2483,30.4138,3.1623,15.2971,16.0312,20.6155,7.0711,12.083,-3.3,2.5,0.3125,3.9375,27,-27,0,-4.5,12,10.3333,3,5,6,6,3,5,16,4,7,2.2,0
36.0555,29.4109,18.4391,67.6831,27.074,24.0832,10.198,7.2801,25.02,31.0644,5.099,11.1803,19,30.2655,4.1231,15.8114,18.0278,20.3961,8.0623,11.6619,-2.8333,3.1111,0.2222,4.4,-13.5,-12,-5,-3.5,25,15.5,5,5.5,0,7.5,4,3,-18,5,8,1.6667,0
32.6497,30.5941,20.6155,67.7422,28.2843,25,9.4868,6.0828,24.0208,31.1448,6.3246,13.1529,19.0263,29.2746,7.0711,17.4642,18.2483,20.8806,9.0554,13.6015,-1.9333,5,0.4211,6.7,-7,0,-3,6,-24,10.3333,-3,6.5,-19,7.25,-7,4.25,-6,3.3333,-9,1.375,0
37.2156,31.257,18.3848,70.0286,22.8035,22.0907,10.7703,10.7703,21.8403,28.1603,7.8102,13.6015,17.72,27.4591,6.3246,17.8885,18.9737,20.8806,8.0623,14.8661,-1.6842,7.75,0.4118,35,-3.6667,11,-2.5,2.5,-3.5,9.3333,-1.2,3.25,-3.4,5.4,-3,2,-3,3.3333,-8,0.9091,0
36.2353,32.0624,22.6716,79.0253,26.6833,24.3311,12.3693,12.2066,25.7099,28.4429,11.1803,14.3178,23.7697,28.8617,11.4018,18.868,24.5967,21.1896,12.1655,18.868,-1.8824,16,0.8824,39.5,-4.3333,6,-4,1.4286,-4.1667,5.6,-2,2.1667,-3.8333,4,-3.6667,1.6,-2,2.8571,-6,0.625,0
38.5876,32.0624,23.4307,83.2947,25.0799,28.0713,10.8167,15.2315,23.3238,34.0588,9.434,19.9249,23.8537,35.1283,9.8995,23.7697,26.4197,25.7099,13.6015,21.2132,-1.65,-16,1.2,-11.8571,-2.3,14,-1.5,2.3333,-1.6667,17,-0.625,3.1667,-1.5385,11.6667,-1,2.4444,-1.7692,4.1667,-3.25,1,0
40.8044,32.0624,25.4558,83.3847,23.3452,27.0185,9.8995,19.7231,27.5862,40,12.1655,23.0868,25,39.0128,11.1803,27.8568,24.2074,26.3059,11.3137,24.2074,-1.375,-16,1,-10.375,-1.0625,27,-1,1.7,-1.0526,0,-0.1667,3.1429,-0.75,39,-0.1818,2.6,-0.7895,6.5,-1,1.2667,0
42.0595,33.1361,24.3516,94.2019,29.7321,27.2947,15.2971,17.8045,32.8938,38.6394,13.6015,20.5913,31.7648,40.6079,15.8114,28.178,27.8029,28.4605,15.2315,27.5862,-1.85,-11,2.875,-6.2,-2.8,6.75,-5,1.2727,-2.8182,5.4286,-1.375,1.8,-1.8667,5.7143,-1.4444,1.9231,-1.2941,3,-2.3333,0.95,0
44.7772,32.249,23.7697,94.541,30.0832,30.2655,13.4164,16.6433,27.7308,37.3363,11.6619,19.3132,26.0768,39.4588,11.6619,25.0799,26.2488,27.8927,12.53,25.4558,-1.7727,-8,2.4444,-5.4706,-2.5455,7.5,-2,1.5556,-2.0833,7.4,-0.6,2.5714,-1.5714,6.5,-0.6,2.3,-1.1765,3.8571,-1.8333,1,0
