d(1~2),d(2~3),d(3~4),d(1~4),d(5~6),d(6~7),d(7~8),d(5~8),d(9~10),d(10~11),d(11~12),d(9~12),d(13~14),d(14~15),d(15~16),d(13~16),d(17~18),d(18~19),d(19~20),d(17~20),g(1~2),g(2~3),g(3~4),g(1~4),g(5~6),g(6~7),g(7~8),g(5~8),g(9~10),g(10~11),g(11~12),g(9~12),g(13~14),g(14~15),g(15~16),g(13~16),g(17~18),g(18~19),g(19~20),g(17~20),label
17.8045,10.198,11.4018,31,18.9737,8,10,22.3607,28,11.3137,7,39,18.6815,9.0554,6.4031,21.6333,12.083,11.6619,7.0711,28.4253,-1.2727,5,0.7778,0,-3,0,1.3333,-0.5,0,-1,0,-2.4,-3.6,0.1111,1.25,-0.6667,0.4545,1.6667,7,1.2222,3
17.8885,11.4018,10.6301,32.7567,16.4924,6.3246,5.831,21.2132,21.0238,13,6.7082,39.6232,16.0312,7.2111,4,22.8254,8.9443,11.6619,8.544,27.8029,-2,1.2857,0.875,4.5714,-4,-0.3333,0.6,-1,21,-2.4,-2,-5.5714,-16,-0.6667,0,-1.8182,0.5,1.6667,2.6667,1.2941,3
15.6525,12.2066,11.4018,32.28,14.5602,5.831,5.831,16.9706,22.0227,12.53,5,37.108,15.0333,5.831,4.4721,18.868,9.434,11.1803,10.4403,29.6816,-2,1.4286,0.7778,3.4444,-3.5,-0.6,1.6667,-1,22,-1.8333,-0.75,-4,-15,-0.6,0.5,-1.6,0.625,2,3.3333,1.5625,3
16.1555,12.8062,12.2066,34.176,17.4642,3,3.1623,17.2627,22.0907,11.0454,4.4721,37.0135,20.0998,2.2361,4.4721,15.1327,5,11.7047,12.1655,22.3607,-2.5,1.25,0.7,2.6667,-4.25,0,-3,-5.6667,11,-11,-2,-37,10,0.5,2,-7.5,-0.75,2.75,6,2,3
13.9284,10.6301,11.6619,29.5466,15.2971,2.2361,5.099,12.0416,20.025,11,6.0828,37.054,16.4924,3,1.4142,20.2237,4,9.4868,9.4868,15.2315,-2.6,1.1429,0.6,2.25,-5,2,-5,-12,20,0,6,18.5,4,0,-1,6.6667,0,3,3,2.3333,3
14.3178,14.8661,12.8062,37.1214,16.0312,3.6056,3.6056,16.7631,22.0227,10.198,6.3246,38.3275,13.6015,5.099,3,21.587,1,8.9443,7.6158,16.1555,-4.6667,1.1,0.8,1.9412,-16,0.6667,-0.6667,3.2,22,5,3,7.6,3.25,5,0,4.2,0,2,2.3333,2.5,3
12.0416,11.4018,9.8995,30.8707,15,5.3852,6.3246,18.6011,23.0868,11.1803,6.4031,39.5601,7.8102,6.0828,6.0828,7.8102,2,8.2462,6.7082,14.3178,-12,1.2857,1,2.1538,0,0.4,-0.3333,1.3636,11.5,2,1.25,3.4545,1.2,-6,6,-1.2,0,4,2,4.6667,3
12.0416,13.6015,12.0416,36.2353,19.105,6.0828,6.7082,22.0227,24.0832,10.2956,8.4853,41.1096,17.088,5.831,3.1623,24.4131,5,5.3852,4.1231,5,12,1.375,1.125,1.8824,9.5,0.1667,-0.5,1.2143,12,1.8,1,3,2.6667,0.6,0.3333,1.4286,1.3333,2.5,4,0,3
13.3417,13.4536,9.434,34.4093,18.1108,7,7.2111,20.5183,24.0832,10.6301,7.8102,39.9249,8.4853,11.1803,7.6158,12.0416,5,8.544,6.7082,11.1803,4.3333,1.1111,0.625,1.4,9,0,-0.6667,0.9333,12,1.1429,0.8333,2.4667,1,5.5,2.3333,-12,0.75,2.6667,2,5.5,3
12.6491,15,11.4018,37.5366,17.4642,7,7.8102,20.8087,24.1868,10.6301,7.2801,37.5899,16.5529,7.2801,5,25.4951,7.8102,3.1623,3.1623,7,3,0.75,0.7778,1.12,4.25,0,-0.8333,0.7059,8,0.875,0.2857,1.8333,2.1429,0.2857,0,0.8947,1.2,-3,-3,0,3
11.4018,15.6525,12.2066,36.7967,16.7631,5.099,7.0711,19.2094,24.5153,9.2195,7.0711,34.9857,17.8885,6.0828,5.831,23.6008,2.2361,5.099,7.2801,11.0454,3.6667,0.5,0.7,0.9259,3.2,0.2,-1,0.8,4.8,1.1667,-0.1429,1.6667,2,0.1667,-0.6,0.7368,0.5,5,3.5,11,3
12.3693,13.8924,11.1803,34.6554,15.5242,5.3852,6.4031,15.2643,23.5372,8.6023,7,33.8378,11.3137,9.2195,7.2801,8.9443,3.1623,7.8102,6.4031,11.6619,4,0.5833,0.5,0.96,3.75,-0.4,-1.25,0.6154,4.6,0.7143,0,1.4737,1,4.5,3.5,-2,0.3333,1.2,1.25,1.6667,3
13.1529,13.9284,12.083,34.7131,14.3178,6.7082,8.6023,14.5602,22.3607,9.2195,6,32.7567,14.8661,3.1623,5.099,10.4403,3.6056,7.0711,5,8.6023,6.5,0.3846,0.4545,0.8846,4.6667,-0.5,-1.4,0.2857,5.5,0.8571,0,1.6471,1.1,-3,5,0.3,0.6667,1,1.3333,1.4,3
15.1327,12.0416,9.8489,31.3847,17.1172,2.8284,5.099,14.0357,21.0238,11.1803,5.3852,37.3363,17.72,2.2361,2,18.0278,6,6.4031,7.2111,9.434,-7.5,0.8889,0.4444,1.6875,-8.5,1,-5,14,21,5.5,2.5,7.4,3.4,-0.5,0,18,0,1.25,1.5,0.625,3
15.8114,10.6301,10.198,27.7308,15.2971,4,0,19.2354,19.105,12,6,37.054,18.4391,3.1623,1,21.095,9,7.6158,9.4868,9.2195,-3,1.1429,0.2,2.0833,-5,0,0,-6.3333,9.5,0,0,18.5,4.5,-3,0,10.5,0,2.3333,3,1.1667,3
15.2315,10,10.198,26,15.2971,5.099,2,22.3607,20.0998,11,8,39.0512,17.2627,3.6056,1.4142,19,5.3852,7.6158,9.4868,13.6015,-2.3333,1.3333,0.2,2.4,-5,-5,0,-5.5,10,0,0,19.5,5.6667,-1.5,1,0,-2.5,2.3333,3,1.375,3
14.4222,11.6619,11.4018,29.8329,15.2971,4,6.3246,12.7279,20.0998,10.4403,5,34.2345,16,4,4.4721,16.1245,7.6158,12.083,10.198,27.7849,-1.5,1.6667,0.7778,4.1429,-5,0,3,-1,10,-3.3333,-1.3333,-8.5,0,0,0.5,-1.75,0.4286,2.2,5,1.7143,3
16.1245,11.6619,10.6301,31.5753,15.8114,4,7.6158,14.4222,21,10.7703,6.4031,36.1386,15.2971,6.3246,5.6569,15.8114,10.2956,11.7047,10,29.0689,-1.75,1.6667,0.875,5.1667,-3,0,2.3333,-0.6667,0,-2.5,-0.8,-3.8889,-5,0.3333,1,-0.6923,0.5556,2.75,0,2,3
15.8114,10.7703,11.4018,30.2655,16.1555,5.3852,8.544,14.8661,22.0227,10.8167,5.099,33.5261,15.1327,7.6158,6.4031,14.7648,10.8167,12.6491,9.0554,30.4138,-1.4444,2.5,0.7778,7.5,-2.5,0.4,2.6667,-0.3571,22,-1.5,-0.2,-3.2,-7.5,0.4286,1.25,-0.5385,0.6667,3,9,1.9286,3
16.4012,8.0623,9.2195,26.4008,17.2047,8.0623,7.8102,25.2982,25.7099,12.083,8,39.0512,16.2788,11.7047,8.6023,30.0666,18.4391,12.6491,8.0623,36.2353,-0.7692,-1.75,1.1667,-2.1818,-1.4,0.125,0.8333,-0.3333,-4.1667,-0.4545,0,-1.2,-0.9167,0.3636,0.7143,-0.0667,0.8571,3,-8,1.8824,3
18.7883,12.7279,8.544,38.2884,29.4109,15,8.544,49.4065,32.8938,17,11,53.7587,29.2062,13,6,43.566,17.2627,9.4868,6.3246,25.4558,-2.125,-1,-0.375,-1.16,-3.1111,-0.75,-0.375,-1.3793,-2.8182,-0.5333,0,-1.0541,-1.2778,0,0,-0.6216,0.1765,3,-3,1,3
17,13.4536,9.434,39.0512,29.7321,14.2127,8.2462,48.6004,34.176,17,10.0499,55.2268,29.7321,13,7.0711,45.1774,18.2483,10.4403,6.7082,26.1725,-1.875,-1.1111,-0.625,-1.2,-2.8,-0.8182,-0.25,-1.3448,-2.6667,-0.5333,-0.1,-1.1081,-1.1,0,0.1429,-0.525,0.1667,3.3333,-2,1.0556,3
19.2354,13.8924,10.7703,43.8292,27.5136,14.8661,9.8489,49.4065,32.573,17.8885,11.0454,54.4885,29.7321,13,7.0711,45.1774,19,9.4868,7.2111,23.4307,-1.8889,-1.7143,-2.5,-1.95,-2.8889,-0.9091,-0.4444,-1.3793,-3.1,-0.5,-0.0909,-1.0811,-1.1,0,0.1429,-0.525,0,3,-1.5,0.8333,3
18.3576,13.6015,11.7047,43.4166,27.2029,15.5563,10.2956,50.4777,32.28,16.6433,12.1655,54.6717,28.4253,14.5602,8.0623,48.2597,17.0294,7.2111,6,23.7065,-1.7778,-1.375,-2.75,-1.8095,-3.25,-1,-0.5556,-1.5,-3.4444,-0.6429,-0.1667,-1.2,-1.2222,-0.2857,-0.125,-0.675,-0.0588,1.5,0,0.5238,3
21.5407,13,10.0499,43.6807,23.0868,13.4164,10.6301,44.9444,29,16.2788,12.083,50.9902,25.9422,13.4164,7.0711,43.1393,15.8114,9.8489,8.0623,21.6333,-2.5,-2.4,10,-3.5,-11.5,-2,-0.875,-2.625,0,-1.0909,-0.4545,-2.0909,-1.9167,-0.5,-0.1429,-0.9677,-0.3333,2.25,-8,0.6667,3
21.5407,12.3693,8.9443,40.6079,25.1794,13.4164,9.2195,44.911,25.0799,16.1245,12.0416,42.5206,20.6155,11.4018,9.2195,34.4093,13.4164,8.6023,6.7082,22.561,-2.5,-4,2,-5.7143,8.3333,-2,-1.1667,-4.8889,-12.5,-0.5714,0.0833,-1.1429,-2.375,-0.2727,0.2222,-0.7143,-0.5,0.7143,2,0.2273,3
21.3776,13.3417,10.8167,40.7922,18.2483,10.8167,7.2111,34.4384,23.5372,14.8661,10.2956,46.2709,23.0217,12.8062,7.0711,40.4969,15.6205,10.8167,8.9443,25.318,-5.25,4.3333,0.6667,5,-6,-1.5,-0.6667,-2.0667,4.6,-2.8,-1.8,-9.2,-23,-1.25,-1,-2.7143,-0.8333,0.6667,2,0.16,3
20.2237,14.5602,10,41,18.1108,10.2956,7.8102,34.5398,23.7697,14.5602,10.2956,46.0977,23,12.2066,7.8102,40.8044,14.8661,9.434,8.0623,23.0868,-6.6667,3.5,0.75,4.4444,-9,-1.8,-0.8333,-2.4615,3.8333,-3.5,-1.8,-15.3333,0,-1.4286,-1.2,-3.25,-0.9091,0.625,1.75,0.087,3
22.2036,15.2315,11.6619,43.9659,18,11.1803,7.0711,34.4819,23.4094,14.3178,10.7703,46.0109,23.1948,14.7648,9.434,44.911,12.8062,11.4018,8.544,23.0868,-7.3333,2.3333,0.6,3.2308,0,-2,-1,-3.3,2.75,-4.6667,-2.5,46,7.6667,-1.8571,-1.6,-4.8889,-0.8,0.7778,2.6667,0.3182,3
21.2132,14.8661,11.6619,42.72,19,9.8489,6.4031,33.9559,23.7697,14.3178,8.544,44.1022,23.3452,11.6619,6.7082,39.3192,12.7279,9.8995,8.0623,18.0278,-7,2.8,0.6,3.4167,0,-2.25,-1.25,-4.125,2.4444,-4.6667,-2.6667,14.6667,5.75,-1.6667,-2,-7.8,-1,1,8,0.3529,3
20.0998,13.3417,11.1803,39.5601,19,10.8167,7.8102,35.1141,23.7697,16.2788,9.4868,47.0956,24.0832,12.2066,7.0711,35.3412,14.8661,10,8.9443,22.2036,-10,4.3333,0.5,3.4545,0,-1.5,-0.8333,-2.75,2.4444,-5.3333,-3,15.6667,12,-0.7,-0.1429,-2.1333,-1.1,0.75,2,0.1364,3
20.2237,14.5602,10.2956,40.2616,19.0263,10.8167,7.2111,34.5398,24.3516,13.9284,8.6023,43.0465,23.0868,12.2066,8,34,14.2127,10.2956,10,24.0832,-6.6667,3.5,0.5556,3.9,-19,-1.5,-0.6667,-2.4615,2.875,-2.6,-1.4,-21.5,11.5,-0.7,0,-1.875,-1.2222,0.5556,1.3333,0.0833,3
19.3132,11.7047,7.2111,35.6931,21.0238,11.4018,8.2462,34.9285,27.8927,15.8114,10.8167,47.2969,20.6155,13.0384,7.6158,37.8021,12.53,8.6023,6.0828,19.6469,-2.5714,-2.75,1.5,-5,21,-1.2857,-0.25,-2.2857,3.8571,-1.4444,-0.6667,-4.1818,-4,-0.6364,-0.4286,-1.3043,-0.5455,0.7143,6,0.2632,3
17.4642,12.083,7.0711,35.7351,22.1359,11.6619,10.0499,37.4833,29,15.8114,10.2956,50.3289,25.632,11.1803,7,38.9487,13.8924,5.6569,5.099,17.1172,-2.2857,-2.2,7,-3.0909,-3,-0.6,0.1,-0.963,0,-1.4444,-0.5556,-2.6111,-2.6667,-0.5,0,-1.1154,-0.5833,1,5,0.1176,3
18.3576,13,7.0711,37.3363,27.074,14.4222,10,48.4665,27.8927,14.8661,12.3693,43.9318,18.6011,11.1803,9.0554,20.6155,14.3178,9.0554,6.7082,16.9706,-1.7778,-2.4,7,-2.6923,-13.5,-1.5,-0.75,-2.5,-3.8571,-0.3571,0.25,-0.8788,-0.7333,2,-9,0.4211,-0.2143,9,-2,1,3
17.8885,13.4164,9.0554,39.9249,24.3516,14.2127,10.198,44.6878,30.2655,17.6918,10.4403,52.8394,26.4008,13.1529,6.0828,41.3401,17.2627,7.6158,6.3246,20.5913,-2,-2,-9,-2.4667,-2.875,-0.8182,-0.2,-1.1724,-7.5,-1.0833,-0.3,-1.7692,-1.3125,-0.1538,0.1667,-0.6286,-0.1765,2.3333,-3,0.5556,3
17,13.4164,9.4868,39.8121,25.7099,13.6015,10.8167,47.8853,30.5941,15.6525,11,48.2701,22.6274,11.1803,8.0623,30.2655,15.2971,8.544,7.2801,20,-1.875,-2,-3,-2.1176,-4.1667,-1.375,-0.6667,-1.8261,-5,-0.5,0,-1.1935,-1,0.5,1.75,-0.1333,-0.2,2.6667,-3.5,0.75,3
20.1246,16.5529,13,49.6588,28.6356,14.8661,10,51,30.6757,16.7631,13.6015,49.2037,25.4951,10.7703,8.0623,32.0156,17.0294,8.544,6.3246,22.2036,-2,-2.1429,-2.4,-2.1429,-4.6667,-1.1,-0.75,-1.875,-2.9,-0.3125,0.3077,-0.7692,-1.1176,0.4,1.75,-0.2581,-0.0588,2.6667,-3,0.7222,3
20.6155,15.8114,12.6491,49.0408,29.6142,15,11.1803,52.3546,29.5466,16.1245,13.9284,47.5079,19.9249,12.3693,10.198,25.6125,17.2627,10.0499,7.2111,23.6008,-2.375,-3,-3,-2.7059,-4.8333,-1.3333,-0.5,-1.84,-2.25,-0.125,0.3846,-0.5854,-0.3158,4,-5,0.8,0.1765,10,-1.5,1.3571,3
18.0278,14.8661,8.0623,40.3113,29.7321,16.4012,10,50.3289,36.4005,17.4929,11,56.8507,31.4006,13.1529,6.0828,46.0435,18.0278,9.8489,7.6158,25.4951,-1.5,-0.9091,-0.5714,-1.0357,-2.8,-0.7692,0,-1.1515,-3.5,-0.6,0,-1.2222,-1.3158,-0.1538,0.1667,-0.6842,0.0556,2.25,-2.3333,0.8947,3
18.6011,15.5563,11.3137,45.3431,29.7321,17.2047,10.0499,51.7397,36.1386,18.868,11.0454,58.4123,31.6228,13.0384,7.6158,44.9444,17.1172,9.4868,7.2801,22.8035,-1.3636,-1,-1,-1.1333,-2.8,-0.7143,-0.1,-1.1471,-3.8889,-0.625,-0.0909,-1.2778,-1.4444,-0.0769,0.4286,-0.6316,-0.1176,3,-3.5,0.7778,3
19.7231,15.6525,11,42.4382,29.1204,16.2788,9.0554,49.4065,35.1141,19.4165,10,58.1378,32.0156,14.0357,7.6158,47.0106,18.1108,8.2462,8.544,22.0227,-1.7,-0.5,0,-0.6857,-3.5,-0.9167,-0.1111,-1.3793,-2.75,-0.6875,0,-1.1579,-1.25,-0.0714,0.4286,-0.561,-0.1111,4,-2.6667,0.8235,3
20.2485,13.4536,9.2195,42.638,29.8329,15.8114,11.1803,50.6063,31.7648,16.7631,11.0454,52.8015,28.2843,10.4403,5.831,35.1141,17.72,7.6158,6.7082,18.7883,-1.5455,-1.1111,-0.8571,-1.2222,-4.1429,-0.6923,-0.1818,-1.2903,-1.8667,-0.3125,0.0909,-0.7619,-1,0.3,1.6667,-0.3636,-0.2941,2.3333,-2,0.4706,3
17.4929,10.8167,7.0711,34.8855,21.5407,12.3693,11.4018,36.8917,29.1548,15.5563,9.4868,48.7647,23.3238,13.3417,8.0623,39.6611,15.5242,7.8102,6.3246,24.0416,-1.6667,-1.5,-7,-1.9375,-2.5,-0.25,0.2727,-0.6452,-9.6667,-1,-0.3333,-1.8696,-1.6667,-0.2308,0.125,-0.6667,-0.2667,0.8333,3,0.3043,3
17.4929,9.434,4,30.4138,21.2132,12.083,11.0454,35.3553,28.0179,16.2788,10.4403,47.8853,21.6333,13.9284,7,39.4081,16.2788,7.0711,6.0828,23.4094,-1.6667,-1.6,0,-1.9286,-7,-0.4545,0.0909,-1,-28,-0.9167,-0.3,-1.8261,-1.5,-0.3846,0,-0.7188,-0.1875,1,6,0.3636,3
18.3576,9.8489,6.3246,27.8927,19.2354,9.8489,10.0499,31.1127,27.4591,14.2127,8.9443,43.6807,19.2354,13.6015,9,33.9706,12.8062,8.9443,6.4031,22.0227,-1.7778,-2.25,0.3333,-3.8571,-6.3333,-0.4444,0.1,-1,5.4,-1.2222,-0.5,-3.5,-6.3333,-0.3077,0,-0.92,-0.8,0.5,1.25,0.0455,3
16.5529,9.4868,6.7082,27.2947,19.0263,9.8489,9.0554,29.0689,27.4591,12.8062,9.434,43.4166,20.0998,13,8,33.3017,13.4536,8.6023,6.7082,20.0998,-2.1429,-3,0.5,-6.75,-19,-0.4444,0.1111,-1.1579,5.4,-1.25,-0.625,-3.8182,-10,-0.4167,0,-1.1364,-0.9,0.7143,2,0.1,3
16.5529,10.4403,6.3246,27.2947,20.025,10.2956,8.0623,30,26.6833,13.0384,9.434,42.9535,19.105,13,8,32.5576,12.2066,8.2462,5,21.0238,-2.1429,-3.3333,0.3333,-6.75,-20,-0.5556,0.125,-1.3333,4.3333,-1.5714,-0.625,-4.6667,-9.5,-0.4167,0,-1.0909,-0.7,0.25,1.3333,-0.0476,3
16.5529,11,7.2801,28,19.0263,9.434,8.0623,28.6007,26.2488,13,8.4853,43.1045,18.0278,12.083,8,30.4795,11.4018,9.4868,7.0711,23.0217,-2.1429,0,0.2857,0,-19,-0.625,0.125,-1.3529,3.125,-2.4,-1,-14.3333,-18,-0.4545,0,-1.15,-0.7778,0.3333,1,0.0435,3
16.1555,11,7.2801,28.0179,19.0263,10,8,29.1548,25.9615,13.8924,8.6023,42.5793,20,11.6619,8,31.6228,12.0416,9.2195,7.2111,23.1948,-2.5,0,0.2857,28,19,-0.75,0,-1.6667,3.5714,-1.7143,-0.7143,-6,0,-0.6,0,-1.4444,-1.125,0.2222,0.6667,-0.1304,3
17.4642,10.4403,9.0554,29.1204,18.0278,8.4853,6,27.2947,23.4094,13.3417,8.6023,42,20.025,11.7047,7.0711,28.6007,13.4536,8.544,7.6158,21.0238,-4.25,3.3333,0.1111,3.5,-18,-1,0,-1.8462,2.75,-4.3333,-1.4,0,20,-0.3636,0.1429,-1.3529,-0.9,0.375,2.3333,0.0476,3
18.1108,9.434,9.0554,29.5466,16,7.8102,6.0828,25.4951,22.1359,13.0384,7.6158,41.1096,19.0263,11.4018,7.0711,30.8869,13.4536,8.544,6.7082,20.025,-9,1.6,0.1111,2.25,0,-1.2,-0.1667,-2.0909,3,-13,-2.3333,13.6667,19,-0.7778,-0.1429,-1.8,-1.1111,0.375,2,-0.05,3
16.0312,8.6023,9.0554,26.2488,16.2788,8.2462,5.099,25.318,20.6155,12.1655,7.0711,37.6962,17.088,8.6023,6.0828,23.0868,10.7703,8.0623,5.099,21.9317,16,0.7143,-0.1111,1.1765,5.3333,-4,-0.2,-6.25,1.2308,6,-7,2.5,2.6667,-0.7143,-0.1667,-3.1429,-2.5,-0.5714,-0.2,-0.9375,3
14.3178,9,7.0711,29.8329,16.2788,8.9443,5.831,27.6586,20.6155,11.7047,7.2801,38.9487,12.8062,2,4,8.9443,6.0828,2.8284,2.2361,10.198,2.1667,0,7,4.1429,5.3333,-2,-0.6,-4.5,1.2308,2.75,3.5,1.7895,0.8,0,0,2,0.1667,-1,-0.5,-0.2,3
13.9284,9.4868,7.2111,28.0713,19.0263,10,7.6158,33.1059,17.6918,11.1803,6.0828,32.2025,10.2956,4.4721,3.6056,5.3852,4.1231,6,3,13.0384,2.6,-3,-1.5,-14,-19,-1.3333,-0.4286,-2.1429,0.9231,5.5,-6,2.0714,0.5556,2,1.5,-0.4,-4,0,0,-13,3
15.5242,10.0499,5.6569,29.0172,19.0263,8.4853,7.0711,26.8328,21.9317,10.7703,6.7082,33.0151,15.2971,11.0454,8.0623,26.6271,14.2127,9,5.3852,25.9615,-3.75,-10,1,-29,19,-1,0.1429,-2,2.2222,-2.5,-0.5,-33,-5,-0.0909,0.125,-0.6818,-0.8182,0,0.4,-0.28,3
15.8114,8.2462,5.831,26.0768,18.0278,8.6023,7.0711,26.6271,21.9317,11.1803,7.2111,34.0588,16.4924,11.0454,7.2801,26.6271,12.2066,8.9443,5.3852,20.0998,-3,-4,0.6,-13,-18,-0.7143,0.1429,-1.4667,2.2222,-2,-0.6667,-17,-4,-0.0909,0.2857,-0.6818,-0.7,0.5,2.5,0.1,3
17.8885,8.6023,7.2111,33.6155,19.4165,9.4868,9,31.1127,23.5372,13.4536,8.2462,37,17,12.0416,7.2801,30.4138,13.4164,8.6023,5.3852,21.3776,-2,-1.4,-1.5,-1.7059,-4.75,-0.3333,0,-1,4.6,-1.1111,-0.25,-2.9167,-1.875,-0.0833,0.2857,-0.5185,-0.5,0.7143,2.5,0.1905,3
18.3848,11.7047,8.6023,38.4838,18.6815,10.7703,9.0554,31.8904,24.1868,14.2127,8.2462,39.5601,18.6011,11.0454,6.3246,31.305,14.3178,7.0711,5.099,19.4165,-2.4286,-2.75,-1.4,-2.1875,-3.6,-0.4,0.1111,-0.875,8,-1.2222,-0.25,-2.6429,-1.3636,-0.0909,0.3333,-0.5,-0.4615,1,5,0.2105,3
17.4929,10.2956,8.4853,36.0555,19.9249,13.6015,11,37.8021,25.02,14.1421,9.4868,42.9418,22.6716,11.0454,6.3246,35.7771,16.1555,5.6569,5,19.2354,-1.6667,-1.8,-1,-1.5,-3.1667,-0.3077,0,-0.7667,-25,-1,-0.3333,-1.9,-1.1333,-0.0909,0.3333,-0.5,-0.4,1,0,0.1579,3
20.5913,12.53,9.0554,37.8021,21.4709,13,11,40.8044,23.2594,14.3178,11.0454,44.0454,21.5407,7.2801,7.2801,20.8806,18.0278,6.0828,5.6569,12.6491,-1.8,-0.5455,0.1111,-0.7667,-1.9,-0.4167,0,-0.7273,-2.1,-0.4615,-0.0909,-0.8235,-0.4,3.5,-3.5,0.3,-0.3529,-6,-1,0.3333,3
19.7231,14.3178,10.198,39.1152,23.8537,13,11,43.8292,26.5707,15.8114,11.1803,48.8365,22.8035,11.1803,8.0623,23.3238,19.4165,9,7.0711,17.2047,-1.7,-0.4615,0.2,-0.6364,-1.5385,-0.4167,0,-0.6944,-2.7778,-0.6923,-0.1818,-1.0909,-0.2727,5.5,-1.75,0.6,-0.2105,0,-1,0.7143,3
19.4165,14.5602,8.9443,36.6742,22.8254,13.4164,10.0499,42.638,25.4951,16.6433,11.1803,49.5177,21.587,11.1803,7.6158,23.8537,19.105,8.0623,5.6569,17.2047,-1.4545,-0.2857,0.5,-0.4848,-1.8182,-0.5,-0.1,-0.8182,-2.0909,-0.6429,-0.1818,-0.9444,-0.2381,5.5,-2.3333,0.65,-0.1053,-8,-1,0.7143,3
20,15.1327,10.4403,39.9249,24.6982,13.4164,10.0499,44.8219,29.1548,16.1245,11.0454,50.9117,28.6007,15.0333,8,49.3964,20.2237,6.0828,5.6569,18.3848,-1.3333,-0.1333,0.3,-0.4054,-1.6154,-0.5,-0.1,-0.8,-2.4545,-0.5714,-0.0909,-1,-0.7391,-0.0667,0,-0.3913,-0.15,6,-1,0.4118,3
15.5242,11.4018,8.6023,34.1321,26.1725,7.2111,3.1623,30.0832,28.7924,6.0828,2.8284,32.28,23.7697,3.1623,5.6569,19.105,13.0384,4.4721,5.831,14.4222,-3.75,-1.2857,-0.7143,-1.6111,-8.6667,-1.5,3,-3.625,-2.7,-6,-1,-3.4444,-2.4444,0.3333,-1,-9.5,-13,0.5,-0.6,1.5,3
15.5242,9.8995,8.0623,31.6228,25.318,5.6569,7.0711,23.7697,29.7321,3.6056,5.3852,27.8568,21.0238,3,5.6569,15.1327,12.0416,5.099,6.4031,12.7279,-3.75,-1,-0.5714,-1.4444,-6.25,-1,7,-2.4444,-2.8,-1.5,-2.5,-2.6,-2.1111,0,-1,-7.5,-12,0.2,-0.8,1,3
17.72,9.8995,8.2462,32.8024,26.4764,9.2195,3.6056,32.2025,31.7805,5.6569,4,33.6155,24.1868,3.6056,7.2111,13.4164,12.6491,3.6056,7.0711,6.4031,-3.4,-1,-0.25,-1.3,-5.2,-0.8571,1.5,-2.0714,-2.2308,-1,0,-1.7059,-1.75,-1.5,-1.5,-2,-3,-0.6667,-1,1.25,3
16.7631,10.6301,8.544,33.4215,27.6586,9.434,4.4721,34.9857,31.3847,5.831,4.1231,33.2866,20.1246,3,5.831,11.6619,2.2361,5.6569,6.4031,9.8995,-3.2,-0.875,-0.375,-1.2381,-4.5,-0.625,0.5,-1.6667,-2.4167,-0.6,4,-1.5556,-2,0,-1.6667,-1.6667,-2,-1,-1.25,-1,3
17.72,10.8167,9.4868,34.7131,27.8927,10,5,35.5106,32.311,6.4031,4.1231,34.9857,24.5967,1.4142,5.099,21.095,8,3.6056,5.6569,7.2801,-3.4,-0.6667,-0.3333,-1.1304,-3.8571,-0.75,0.75,-1.5789,-2.5,-0.8,4,-1.6667,-2,-1,-5,-1.6364,0,-0.6667,-1,0.2857,3
17.72,10,9.0554,32.5576,27.6586,10.6301,4.4721,40.2492,29.4109,9.8995,4,40.3113,22.3607,4.2426,1.4142,26.0768,5.3852,4.2426,5.6569,5.3852,-3.4,-0.75,-0.1111,-1.0909,-4.5,-0.875,-0.5,-2,-3.1111,-1,0,-1.75,-2,-1,1,-1.5714,-2.5,-1,-1,-0.4,3
19.2354,11.4018,10.2956,38.0789,27.4591,10.2956,5.831,34.6699,32.3883,8.9443,5.099,39.3573,27.5136,8.544,4.2426,32.8024,15.6525,2.2361,5.831,8.6023,-6.3333,-1.2857,-0.5556,-1.7368,-5.4,-0.5556,0.6,-1.5263,-6.4,-0.5,0.2,-1.9444,-2.8889,-0.375,1,-1.3,-2,2,-1.6667,-1.4,3
19.105,12.53,10.2956,38.9102,28.6356,14.8661,8.0623,46.3249,35,13.4536,9,47.927,29.8329,9.2195,5.6569,33.6006,17,3.6056,6.3246,10,-9.5,-1.8333,-0.5556,-2.0588,-4.6667,-0.9091,-0.125,-1.56,0,-0.9,0,-2.3158,-4.1429,-0.2222,1,-1.35,-1.875,1.5,-3,-0.75,3
20.2237,12.8062,10.2956,40.3113,32.0156,15,9,46.5296,36,14.4222,8.544,45.618,30.0832,9.2195,7.0711,34.0588,14.2127,6.7082,9.2195,10.7703,-6.6667,-1.25,-0.5556,-1.75,-32,-0.75,0,-1.8636,0,-0.6667,0.375,-2.05,-3.625,-0.2222,1,-1.1818,-1.2222,2,-4.5,0.4,3
20,13.9284,12.0416,43.9659,30.0666,14.8661,9.4868,47.1699,35.0571,14.8661,9.0554,49.3964,31.3209,11.4018,7.6158,40.3609,16.9706,7.2111,9.0554,17.2627,0,-2.6,-1.125,-3.2308,15,-1.1,-0.3333,-2.5882,17.5,-0.9091,-0.1111,-2.5556,-3.3333,-0.2727,0.4286,-1.1111,-1,1.5,9,0.1765,3
